"icao","iata","name","city","subd","country","elevation","lat","lon","tz","lid"
"EKVJ","STA","Stauning Airport","Skjern / Ringkobing","Central Jutland","DK","17","55.9901","8.35391","Europe/Copenhagen",""
"EKYT","AAL","Aalborg Airport","Aalborg","North Denmark","DK","10","57.09276","9.84924","Europe/Copenhagen",""
"ELLX","LUX","Luxembourg-Findel International Airport","Luxembourg","Luxembourg","LU","1234","49.6266","6.21152","Europe/Luxembourg",""
"ENAL","AES","Ålesund Airport","Ålesund","Møre og Romsdal","NO","69","62.5625","6.1197","Europe/Oslo",""
"ENAN","ANX","Andøya Airport","Andenes","Nordland","NO","43","69.2925","16.1442","Europe/Oslo",""
"ENAT","ALF","Alta Airport","Alta","Finnmark","NO","9","69.9761","23.3717","Europe/Oslo",""
"ENBL","FDE","Bringeland Airport","Førde","Sogn og Fjordane","NO","1046","61.3911","5.75694","Europe/Oslo",""
"ENBN","BNN","Brønnøysund Airport","Brønnøy","Nordland","NO","25","65.4611","12.2175","Europe/Oslo",""
"ENBO","BOO","Bodø Airport","Bodø","Nordland","NO","42","67.2692","14.3653","Europe/Oslo",""
"ENBR","BGO","Bergen Airport Flesland","Bergen","Hordaland","NO","170","60.2934","5.21814","Europe/Oslo",""
"ENBS","BJF","Båtsfjord Airport","Båtsfjord","Finnmark","NO","490","70.6005","29.6914","Europe/Oslo",""
"ENBV","BVG","Berlevåg Airport","Berlevåg","Finnmark","NO","42","70.8714","29.0342","Europe/Oslo",""
"ENCN","KRS","Kristiansand Airport","Kjevik","Vest-Agder","NO","57","58.2042","8.08537","Europe/Oslo",""
"ENDU","BDU","Bardufoss Airport","Malselv","Troms","NO","252","69.0558","18.5404","Europe/Oslo",""
"ENEV","EVE","Harstad/Narvik Airport Evenes","Evenes","Nordland","NO","84","68.4913","16.6781","Europe/Oslo",""
"ENFG","VDB","Leirin Airport","","Oppland","NO","2697","61.0156","9.28806","Europe/Oslo",""
"ENFL","FRO","Florø Airport","Florø","Sogn og Fjordane","NO","37","61.5836","5.02472","Europe/Oslo",""
"ENGM","OSL","Oslo Gardermoen Airport","Oslo","Akershus","NO","681","60.1939","11.1004","Europe/Oslo",""
"ENHA","HMR","Stafsberg Airport","Hamar","Hedmark","NO","713","60.8181","11.068","Europe/Oslo",""
"ENHD","HAU","Haugesund Airport","Karmoy","Rogaland","NO","86","59.3453","5.20836","Europe/Oslo",""
"ENHF","HFT","Hammerfest Airport","Hammerfest","Finnmark","NO","266","70.6797","23.6686","Europe/Oslo",""
"ENHK","HAA","Hasvik Airport","Hasvik","Finnmark","NO","21","70.4867","22.1397","Europe/Oslo",""
"ENHV","HVG","Valan Airport","Honningsvåg","Finnmark","NO","44","71.0097","25.9836","Europe/Oslo",""
"ENKB","KSU","Kristiansund Airport Kvernberget","Kvernberget","Møre og Romsdal","NO","204","63.1118","7.82452","Europe/Oslo",""
"ENKL","GLL","Gol Airport","Klanten","Buskerud","NO","2720","60.7914","9.05056","Europe/Oslo",""
"ENKR","KKN","Kirkenes Airport Hoybuktmoen","Kirkenes","Finnmark","NO","283","69.7258","29.8913","Europe/Oslo",""
"ENLK","LKN","Leknes Airport","Leknes","Nordland","NO","78","68.1525","13.6094","Europe/Oslo",""
"ENMH","MEH","Mehamn Airport","Mehamn","Finnmark","NO","39","71.0297","27.8267","Europe/Oslo",""
"ENML","MOL","Molde Airport","Aro","Møre og Romsdal","NO","10","62.7447","7.2625","Europe/Oslo",""
"ENMS","MJF","Mosjøen Airport Kjaerstad","","Nordland","NO","237","65.784","13.2149","Europe/Oslo",""
"ENNA","LKL","Banak Airport","Lakselv","Finnmark","NO","25","70.0688","24.9735","Europe/Oslo",""
"ENNM","OSY","Namsos Hoknesora Airport","Namsos","Nor-Trøndelag","NO","7","64.4722","11.5786","Europe/Oslo",""
"ENNO","NTB","Notodden Airport","","Telemark","NO","63","59.5657","9.21222","Europe/Oslo",""
"ENOL","OLA","Ørland Airport","Ørland","Sor-Trøndelag","NO","28","63.6989","9.604","Europe/Oslo",""
"ENOV","HOV","Ørsta-Volda Airport Hovden","Ørsta","Møre og Romsdal","NO","243","62.18","6.0741","Europe/Oslo",""
"ENRA","MQN","Mo i Rana Airport Rossvoll","Mo i Rana","Nordland","NO","229","66.3639","14.3014","Europe/Oslo",""
"ENRM","RVK","Rørvik Airport Ryum","Rorvik","Nord-Trøndelag","NO","14","64.8383","11.1461","Europe/Oslo",""
"ENRO","RRS","Røros Airport","Roros","Sor-Trøndelag","NO","2054","62.5784","11.3423","Europe/Oslo",""
"ENRS","RET","Røst Airport","","Nordland","NO","7","67.5278","12.1033","Europe/Oslo",""
"ENRY","RYG","Moss Airport Rygge","Rygge","Østfold","NO","174","59.3789","10.7856","Europe/Oslo",""
"ENSB","LYR","Svalbard Airport Longyear","Longyearbyen","Svalbard","NO","88","78.2461","15.4656","Arctic/Longyearbyen",""
"ENSD","SDN","Sandane Airport Anda","Sandane","Sogn og Fjordane","NO","196","61.83","6.10583","Europe/Oslo",""
"ENSG","SOG","Sogndal Airport","Sogndal","Sogn og Fjordane","NO","0","61.1561","7.13778","Europe/Oslo",""
"ENSH","SVJ","Svolvær Helle Airport","Svolvær","Nordland","NO","27","68.2433","14.6692","Europe/Oslo",""
"ENSK","SKN","Stokmarknes Skagen Airport","Hadsel","Nordland","NO","11","68.57883","15.03342","Europe/Oslo",""
"ENSN","SKE","Skien Airport","Geiteryggen","Telemark","NO","463","59.185","9.56694","Europe/Oslo",""
"ENSO","SRP","Stord Airport","Leirvik","Hordaland","NO","160","59.7919","5.34085","Europe/Oslo",""
"ENSR","SOJ","Sørkjosen Airport","Sørkjosen","Troms","NO","16","69.7868","20.9594","Europe/Oslo",""
"ENSS","VAW","Vardø Airport Svartnes","Vardø","Finnmark","NO","42","70.3554","31.0449","Europe/Oslo",""
"ENST","SSJ","Sandnessjoen Airport Stokka","Alstahaug","Nordland","NO","56","65.9568","12.4689","Europe/Oslo",""
"ENTC","TOS","Tromsø Airport","Tromsø","Troms","NO","31","69.6833","18.9189","Europe/Oslo",""
"ENTO","TRF","Sandefjord Airport Torp","Torp","Vestfold","NO","286","59.1867","10.2586","Europe/Oslo",""
"ENVA","TRD","Trondheim Airport Vaernes","Trondheim","Nord-Trøndelag","NO","56","63.4578","10.924","Europe/Oslo",""
"ENVD","VDS","Vadsø Airport","Vadsø","Finnmark","NO","127","70.0653","29.8447","Europe/Oslo",""
"ENZV","SVG","Stavanger Airport Sola","Stavanger","Rogaland","NO","29","58.8767","5.63778","Europe/Oslo",""
"EPBP","BXP","Biala Podlaska Airport","Biala Podlaska","Lublin","PL","495","52.0058","23.1436","Europe/Warsaw",""
"EPBY","BZG","Bydgoszcz Ignacy Jan Paderewski Airport","Bydgoszcz","Kujawsko-Pomorskie","PL","235","53.0968","17.9777","Europe/Warsaw",""
"EPGD","GDN","Gdańsk Lech Wałęsa Airport","Gdańsk","Pomerania","PL","489","54.3776","18.4662","Europe/Warsaw",""
"EPKK","KRK","John Paul II International Airport Kraków-Balice Airport","Kraków","Lesser-Poland-Voivodeship","PL","791","50.0777","19.7848","Europe/Warsaw",""
"EPKT","KTW","Katowice International Airport","Katowice","Silesia","PL","995","50.4743","19.08","Europe/Warsaw",""
"EPKZ","OSZ","Koszalin Zegrze Airport","","West Pomerania","PL","249","54.0425","16.2656","Europe/Warsaw",""
"EPLB","LUZ","Lublin Airport","Lublin","Lublin","PL","633","51.24028","22.71361","Europe/Warsaw",""
"EPLL","LCJ","Łódź Władysław Reymont Airport","Łódź","Kodz-Voivodeship","PL","604","51.7219","19.3981","Europe/Warsaw",""
"EPMO","WMI","Warsaw Modlin Airport","Warsaw","Mazovia","PL","341","52.4511","20.6518","Europe/Warsaw",""
"EPPO","POZ","Poznań-Ławica Airport","Poznań","Greater-Poland","PL","308","52.421","16.8263","Europe/Warsaw",""
"EPRA","RDO","Radom-Sadkow Airport","","Masovian","PL","623","51.38883","21.21167","Europe/Warsaw",""
"EPRU","CZW","Częstochowa-Rudniki Airport","Częstochowa","Silesia","PL","860","50.885","19.2047","Europe/Warsaw",""
"EPRZ","RZE","Rzeszow-Jasionka Airport","Rzeszow","Subcarpathian-Voivodeship","PL","675","50.11","22.019","Europe/Warsaw",""
"EPSC","SZZ","Szczecin-Goleniow Solidarność Airport","Goleniow","West Pomerania","PL","154","53.5847","14.9022","Europe/Warsaw",""
"EPWA","WAW","Warsaw Chopin Airport","Warsaw","Mazovia","PL","362","52.1657","20.9671","Europe/Warsaw",""
"EPWR","WRO","Copernicus Wrocław Airport","Wrocław","Lower-Silesia","PL","404","51.1027","16.8858","Europe/Warsaw",""
"EPZG","IEG","Zielona Góra-Babimost Airport","Babimost","Lubusz","PL","194","52.1385","15.7986","Europe/Warsaw",""
"ESDF","RNB","Ronneby Airport","","Blekinge","SE","191","56.2667","15.265","Europe/Stockholm",""
"ESGG","GOT","Gothenburg-Landvetter Airport","Gothenburg","Vaestra-Gotaland","SE","506","57.6628","12.2798","Europe/Stockholm",""
"ESGJ","JKG","Jonkoping Airport","Jonkoping","Jonkoping","SE","741","57.7576","14.0687","Europe/Stockholm",""
"ESGL","LDK","Lidkoping-Hovby Airport","Lidkoping","Vaestra-Gotaland","SE","200","58.4655","13.1744","Europe/Stockholm",""
"ESGP","GSE","Gothenburg City Airport","Gothenburg","Vaestra-Gotaland","SE","59","57.7747","11.8704","Europe/Stockholm",""
"ESGR","KVB","Skovde Airport","Skovde","Vaestra-Gotaland","SE","324","58.4564","13.9727","Europe/Stockholm",""
"ESGT","THN","Trollhattan-Vanersborg Airport","Trollhattan","Vaestra-Gotaland","SE","137","58.3181","12.345","Europe/Stockholm",""
"ESKK","KSK","Karlskoga Airport","","Oerebro","SE","400","59.3459","14.4959","Europe/Stockholm",""
"ESKM","MXX","Mora Airport","","Dalarna","SE","634","60.9579","14.5114","Europe/Stockholm",""
"ESKN","NYO","Stockholm Skavsta Airport","Stockholm / Nykoping","Sodermanland","SE","140","58.7886","16.9122","Europe/Stockholm",""
"ESKS","SCR","Sälen/Scandinavian Mountains Airport","Rörbäcksnäs","Dalarna","SE","1649","61.164665","12.833833","Europe/Stockholm",""
"ESMK","KID","Kristianstad Airport","Kristianstad","Skane","SE","76","55.9217","14.0855","Europe/Stockholm",""
"ESMO","OSK","Oskarshamn Airport","","Kalmar","SE","96","57.3505","16.498","Europe/Stockholm",""
"ESMQ","KLR","Kalmar Airport","","Kalmar","SE","17","56.6855","16.2876","Europe/Stockholm",""
"ESMS","MMX","Malmo Sturup Airport","Malmo","Skane","SE","236","55.53631","13.3762","Europe/Stockholm",""
"ESMT","HAD","Halmstad Airport","Halmstad","Halland","SE","101","56.6911","12.8202","Europe/Stockholm",""
"ESMX","VXO","Vaxjo Kronoberg Airport","Vaxjo","Kronoberg","SE","610","56.9291","14.728","Europe/Stockholm",""
"ESND","EVG","Sveg Airport","","Jaemtland","SE","1178","62.0478","14.4229","Europe/Stockholm",""
"ESNG","GEV","Gallivare Airport","Gallivare","Norrbotten","SE","1027","67.1324","20.8146","Europe/Stockholm",""
"ESNK","KRF","Kramfors Solleftea Airport","Kramfors / Solleftea","Vaesternorrland","SE","34","63.0486","17.7689","Europe/Stockholm",""
"ESNL","LYC","Lycksele Airport","","Vaesterbotten","SE","705","64.5483","18.7162","Europe/Stockholm",""
"ESNN","SDL","Sundsvall-Harnosand Airport","Sundsvall/ Harnosand","Vaesternorrland","SE","16","62.5281","17.4439","Europe/Stockholm",""
"ESNO","OER","Ornskoldsvik Airport","Ornskoldsvik","Vaesternorrland","SE","354","63.4083","18.99","Europe/Stockholm",""
"ESNQ","KRN","Kiruna Airport","","Norrbotten","SE","1508","67.822","20.3368","Europe/Stockholm",""
"ESNS","SFT","Skelleftea Airport","Skelleftea","Vaesterbotten","SE","157","64.6248","21.0769","Europe/Stockholm",""
"ESNU","UME","Umea Airport","Umea","Vaesterbotten","SE","24","63.7918","20.2828","Europe/Stockholm",""
"ESNV","VHM","Vilhelmina Airport","","Vaesterbotten","SE","1140","64.5791","16.8336","Europe/Stockholm",""
"ESNX","AJR","Arvidsjaur Airport","Arvidsjaur","Norrbotten","SE","1245","65.5903","19.2819","Europe/Stockholm",""
"ESNY","SOO","Soderhamn Airport","Soderhamn","Gaevleborg","SE","88","61.2615","17.0991","Europe/Stockholm",""
"ESNZ","OSD","Ostersund Airport","Ostersund","Jaemtland","SE","1233","63.1944","14.5003","Europe/Stockholm",""
"ESOE","ORB","Orebro Airport","Orebro","Oerebro","SE","188","59.2237","15.038","Europe/Stockholm",""
"ESOH","HFS","Hagfors Airport","","Vaermland","SE","474","60.0201","13.5789","Europe/Stockholm",""
"ESOK","KSD","Karlstad Airport","Karlstad","Vaermland","SE","352","59.4447","13.3374","Europe/Stockholm",""
"ESOW","VST","Stockholm Vasteras Airport","Stockholm / Vasteras","Vaestmanland","SE","21","59.5894","16.6336","Europe/Stockholm",""
"ESPA","LLA","Lulea Airport","Lulea","Norrbotten","SE","65","65.5438","22.122","Europe/Stockholm",""
"ESSA","ARN","Stockholm-Arlanda Airport","Stockholm","Stockholm","SE","137","59.6519","17.9186","Europe/Stockholm",""
"ESSB","BMA","Stockholm-Bromma Airport","Stockholm","Stockholm","SE","47","59.3544","17.9417","Europe/Stockholm",""
"ESSD","BLE","Borlange Airport","","Dalarna","SE","503","60.422","15.5152","Europe/Stockholm",""
"ESSF","HLF","Hultsfred Airport","","Kalmar","SE","366","57.5258","15.8233","Europe/Stockholm",""
"ESSK","GVX","Gavle Sandviken Airport","Gavle / Sandviken","Gaevleborg","SE","224","60.5933","16.9514","Europe/Stockholm",""
"ESSL","LPI","Linkoping SAAB Airport","Linkoping","Oestergotland","SE","172","58.4062","15.6805","Europe/Stockholm",""
"ESSP","NRK","Norrkoping Airport","Norrkoping","Oestergotland","SE","32","58.5863","16.2506","Europe/Stockholm",""
"ESST","TYF","Torsby Airport","","Vaermland","SE","393","60.1576","12.9913","Europe/Stockholm",""
"ESSU","EKT","Eskilstuna Airport","Eskilstuna","Sodermanland","SE","139","59.3511","16.7084","Europe/Stockholm",""
"ESSV","VBY","Visby Airport","Visby","Gotland","SE","164","57.6628","18.3462","Europe/Stockholm",""
"ESSW","VVK","Vastervik Airport","Vastervik","Kalmar","SE","0","57.78","16.5236","Europe/Stockholm",""
"ESTA","AGH","Angelholm-Helsingborg Airport","Angelholm","Skane","SE","68","56.2961","12.8471","Europe/Stockholm",""
"ESUD","SQO","Storuman Airport","","Vaesterbotten","SE","915","64.9609","17.6966","Europe/Stockholm",""
"ESUE","IDB","Idre Airport","Idre","Dalarna","SE","0","61.8697","12.6894","Europe/Stockholm",""
"ESUP","PJA","Pajala Airport","","Norrbotten","SE","542","67.2456","23.0689","Europe/Stockholm",""
"ESUT","HMV","Hemavan Airport","","Vaesterbotten","SE","1503","65.8061","15.0828","Europe/Stockholm",""
"ETAD","SPM","Spangdahlem Air Base","Trier","Rheinland-Pfalz","DE","1197","49.9727","6.6925","Europe/Berlin",""
"ETAR","RMS","Ramstein Air Base","Ramstein","Rheinland-Pfalz","DE","776","49.4369","7.60028","Europe/Berlin",""
"ETEU","GHF","Giebelstadt Army Air Field","","Bayern","DE","980","49.6481","9.96649","Europe/Berlin",""
"ETHF","FRZ","Fritzlar Airport","Fritzlar","Hesse","DE","1345","51.1146","9.286","Europe/Berlin",""
"ETIK","ILH","Illesheim Air Base","","Bayern","DE","1079","49.4739","10.3881","Europe/Berlin",""
"ETIN","KZG","Kitzingen Army Air Field","","Bayern","DE","689","49.7431","10.2006","Europe/Berlin",""
"ETNG","GKE","Geilenkirchen Airport","","Nordrhein-Westfalen","DE","296","50.9608","6.04242","Europe/Berlin",""
"ETNL","RLG","Rostock-Laage Airport","Rostock","Mecklenburg-Vorpommern","DE","138","53.9182","12.2783","Europe/Berlin",""
"ETNS","WBG","Schleswig Airport","","Schleswig-Holstein","DE","70","54.4593","9.51633","Europe/Berlin",""
"ETNU","FNB","Neubrandenburg Airport","","Mecklenburg-Vorpommern","DE","228","53.6022","13.306","Europe/Berlin",""
"ETOU","WIE","Wiesbaden Army Airfield","Wiesbaden","Hesse","DE","461","50.0498","8.3254","Europe/Berlin",""
"ETSF","FEL","Furstenfeldbruck Airport","Furstenfeldbruck","Bayern","DE","1703","48.20555","11.26694","Europe/Berlin",""
"ETSI","IGS","Ingolstadt Manching Airport","Manching","Bayern","DE","1202","48.7157","11.534","Europe/Berlin",""
"ETUO","GUT","Gutersloh Airport","Gutersloh","Nordrhein-Westfalen","DE","236","51.9228","8.30633","Europe/Berlin",""
"EVDA","DGP","Daugavpils Intrenational Airport","Daugavpils","Daugavpils-municipality","LV","398","55.94472","26.665","Europe/Riga",""
"EVLA","LPX","Liepaja International Airport","Liepaja","Grobina","LV","16","56.5175","21.0969","Europe/Riga",""
"EVRA","RIX","Riga International Airport","Riga","Marupe","LV","36","56.9236","23.9711","Europe/Riga",""
"EVVA","VNT","Ventspils International Airport","Ventspils","Ventspils","LV","19","57.3578","21.5442","Europe/Riga",""
"EYKA","KUN","Kaunas International Airport","Kaunas","","LT","256","54.9639","24.0848","Europe/Vilnius",""
"EYPA","PLQ","Palanga International Airport","Palanga","","LT","33","55.9732","21.0939","Europe/Vilnius",""
"EYPP","PNV","Panevezys Air Base","Panevezys","Panevezys","LT","197","55.7294","24.4608","Europe/Vilnius",""
"EYSA","SQQ","Siauliai International Airport","Siauliai","","LT","443","55.8939","23.395","Europe/Vilnius",""
"EYSB","HLJ","Barysiai Airport","Barysiai","Siauliai","LT","270","56.0706","23.5581","Europe/Vilnius",""
"EYVI","VNO","Vilnius International Airport","Vilnius","Vilnius","LT","646","54.6341","25.2858","Europe/Vilnius",""
"FAAB","ALJ","Alexander Bay Airport","Alexander Bay","Northern Cape","ZA","98","-28.575","16.5333","Africa/Johannesburg",""
"FAAG","AGZ","Aggeneys Airport","Aggeneys","Northern Cape","ZA","2648","-29.2818","18.8139","Africa/Johannesburg",""
"FAAL","ADY","Alldays Airport","Alldays","Limpopo","ZA","2600","-22.679","29.0555","Africa/Johannesburg",""
"FABE","BIY","Bisho Airport","Bisho","Eastern Cape","ZA","1950","-32.8971","27.2791","Africa/Johannesburg",""
"FABL","BFN","J B M Hertzog International Airport","Bloemfontain","Orange-Free-State","ZA","4458","-29.0927","26.3024","Africa/Johannesburg",""
"FACC","ASS","Arathusa Safari Lodge Airport","Arathusa","Mpumalanga","ZA","1200","-24.74417","31.5225","Africa/Johannesburg",""
"FACD","CDO","Cradock Airport","Cradock","Eastern Cape","ZA","3110","-32.1567","25.6456","Africa/Johannesburg",""
"FACT","CPT","Cape Town International Airport","Cape Town","Western Cape","ZA","151","-33.9648","18.6017","Africa/Johannesburg",""
"FADK","DUK","Mubatuba Airport","Mubatuba","KwaZulu-Natal","ZA","210","-28.3684","32.2481","Africa/Johannesburg",""
"FADQ","PZL","Zulu Inyala Airport","Phinda","KwaZulu-Natal","ZA","160","-27.8494","32.3097","Africa/Johannesburg",""
"FAEL","ELS","Ben Schoeman Airport","East London","Eastern Cape","ZA","435","-33.0356","27.8259","Africa/Johannesburg",""
"FAEM","EMG","Empangeni Airport","Empangeni","KwaZulu-Natal","ZA","251","-28.72","31.89","Africa/Johannesburg",""
"FAER","ELL","Ellisras Matimba Airport","Ellisras","Limpopo","ZA","2799","-23.7267","27.6883","Africa/Johannesburg",""
"FAFB","FCB","Ficksburg Sentraoes Airport","Ficksburg","Orange-Free-State","ZA","5315","-28.8231","27.9089","Africa/Johannesburg",""
"FAGC","GCJ","Grand Central Airport","Midrand","Gauteng","ZA","5325","-25.9863","28.1401","Africa/Johannesburg",""
"FAGG","GRJ","George Airport","George","Western Cape","ZA","648","-34.0056","22.3789","Africa/Johannesburg",""
"FAGI","GIY","Giyani Airport","Giyani","Limpopo","ZA","1584","-23.2833","30.65","Africa/Johannesburg",""
"FAGM","QRA","Rand Airport","Johannesburg","Gauteng","ZA","5483","-26.2425","28.1512","Africa/Johannesburg",""
"FAHL","HLW","Hluhluwe Airport","Hluhluwe","KwaZulu-Natal","ZA","249","-28.0166","32.27517","Africa/Johannesburg",""
"FAHR","HRS","Harrismith Airport","Harrismith","Orange-Free-State","ZA","5585","-28.2351","29.1062","Africa/Johannesburg",""
"FAHS","HDS","Hoedspruit Air Force Base Airport","Hoedspruit","Limpopo","ZA","1743","-24.3686","31.0487","Africa/Johannesburg",""
"FAKD","KXE","P C Pelser Airport","Klerksdorp","North West","ZA","4444","-26.8711","26.718","Africa/Johannesburg",""
"FAKM","KIM","Kimberley Airport","Kimberley","Northern Cape","ZA","3950","-28.8028","24.7652","Africa/Johannesburg",""
"FAKN","MQP","Kruger Mpumalanga International Airport","Mpumalanga","Mpumalanga","ZA","2829","-25.3832","31.1056","Africa/Johannesburg",""
"FAKP","KOF","Komatipoort Airport","Komatipoort","Mpumalanga","ZA","541","-25.4403","31.93","Africa/Johannesburg",""
"FAKU","KMH","Johan Pienaar Airport","Kuruman","Northern Cape","ZA","4382","-27.4567","23.4114","Africa/Johannesburg",""
"FAKZ","KLZ","Kleinsee Airport","Kleinsee","Northern Cape","ZA","270","-29.6884","17.094","Africa/Johannesburg",""
"FALA","HLA","Lanseria Airport","Johannesburg","Gauteng","ZA","4517","-25.9385","27.9261","Africa/Johannesburg",""
"FALC","LMR","Lime Acres Finsch Mine Airport","Lime Acres","Northern Cape","ZA","4900","-28.3601","23.4391","Africa/Johannesburg",""
"FALD","LDZ","Londolozi Airport","Londolozi","Mpumalanga","ZA","1300","-24.7502","31.4757","Africa/Johannesburg",""
"FALE","DUR","King Shaka International Airport","Durban","KwaZulu-Natal","ZA","295","-29.61444","31.11972","Africa/Johannesburg",""
"FALO","LCD","Louis Trichardt Airport","Louis Trichardt","Limpopo","ZA","3025","-23.0619","29.8647","Africa/Johannesburg",""
"FALW","SDB","Langebaanweg Airport","Langebaanweg","Western Cape","ZA","108","-32.9689","18.1603","Africa/Johannesburg",""
"FALY","LAY","Ladysmith Airport","Ladysmith","KwaZulu-Natal","ZA","3548","-28.5817","29.7497","Africa/Johannesburg",""
"FAMD","AAM","Malamala Airport","Malamala","Mpumalanga","ZA","1124","-24.8181","31.5446","Africa/Johannesburg",""
"FAMG","MGH","Margate Airport","Margate","KwaZulu-Natal","ZA","495","-30.8574","30.343","Africa/Johannesburg",""
"FAMH","MEZ","Musina(Messina) Airport","Musina","Limpopo","ZA","1904","-22.356","29.9862","Africa/Johannesburg",""
"FAMM","MBD","Mmabatho International Airport","Mafeking","North West","ZA","4181","-25.7984","25.548","Africa/Johannesburg",""
"FAMN","LLE","Riverside Airport","Malelane","Mpumalanga","ZA","1024","-25.43","31.5767","Africa/Johannesburg",""
"FAMO","MZY","Mossel Bay Airport","Mossel Bay","Western Cape","ZA","531","-34.1583","22.0586","Africa/Johannesburg",""
"FAMU","MZQ","Mkuze Airport","Mkuze","KwaZulu-Natal","ZA","400","-27.6261","32.0443","Africa/Johannesburg",""
"FANC","NCS","Newcastle Airport","Newcastle","KwaZulu-Natal","ZA","4074","-27.7706","29.9769","Africa/Johannesburg",""
"FANG","NGL","Ngala Airport","Ngala","Mpumalanga","ZA","3357","-24.3878","31.3258","Africa/Johannesburg",""
"FANS","NLP","Nelspruit Airport","Nelspruit","Mpumalanga","ZA","2875","-25.5","30.9138","Africa/Johannesburg",""
"FAOB","OVG","Overberg Airport","Overberg","Western Cape","ZA","52","-34.5549","20.2507","Africa/Johannesburg",""
"FAOH","OUH","Oudtshoorn Airport","Oudtshoorn","Western Cape","ZA","1063","-33.607","22.189","Africa/Johannesburg",""
"FAOR","JNB","O. R. Tambo International Airport","Johannesburg","Gauteng","ZA","5558","-26.13367","28.24233","Africa/Johannesburg",""
"FAPA","AFD","Port Alfred Airport","Port Alfred","Eastern Cape","ZA","307","-33.5542","26.8777","Africa/Johannesburg",""
"FAPE","PLZ","Port Elizabeth Airport","Port Elizabeth","Eastern Cape","ZA","226","-33.9849","25.6173","Africa/Johannesburg",""
"FAPG","PBZ","Plettenberg Bay Airport","Plettenberg Bay","Western Cape","ZA","465","-34.0903","23.3278","Africa/Johannesburg",""
"FAPH","PHW","Hendrik Van Eck Airport","Phalaborwa","Limpopo","ZA","1432","-23.9372","31.1554","Africa/Johannesburg",""
"FAPJ","JOH","Port St Johns Airport","Port St Johns","Eastern Cape","ZA","1227","-31.6059","29.5198","Africa/Johannesburg",""
"FAPK","PRK","Prieska Airport","Prieska","Northern Cape","ZA","3100","-29.6836","22.7706","Africa/Johannesburg",""
"FAPM","PZB","Pietermaritzburg Airport","Pietermaritzburg","KwaZulu-Natal","ZA","2423","-29.649","30.3987","Africa/Johannesburg",""
"FAPN","NTY","Pilanesberg International Airport","Pilanesberg","North West","ZA","3412","-25.3338","27.1734","Africa/Johannesburg",""
"FAPP","PTG","Polokwane International Airport","Potgietersrus","Limpopo","ZA","4076","-23.8453","29.4586","Africa/Johannesburg",""
"FAPS","PCF","Potchefstroom Airport","Potchefstroom","North West","ZA","4520","-26.671","27.0819","Africa/Johannesburg",""
"FAQT","UTW","Queenstown Airport","Queenstown","Eastern Cape","ZA","3637","-31.9202","26.8822","Africa/Johannesburg",""
"FARB","RCB","Richards Bay Airport","Richards Bay","KwaZulu-Natal","ZA","109","-28.741","32.0921","Africa/Johannesburg",""
"FARI","RVO","Reivilo Airport","Reivilo","North West","ZA","4715","-27.5472","24.1725","Africa/Johannesburg",""
"FARS","ROD","Robertson Airport","Robertson","Western Cape","ZA","640","-33.8122","19.9028","Africa/Johannesburg",""
"FASB","SBU","Springbok Airport","Springbok","Northern Cape","ZA","2690","-29.6893","17.9396","Africa/Johannesburg",""
"FASC","ZEC","Secunda Airport","Secunda","Mpumalanga","ZA","5250","-26.5241","29.1701","Africa/Johannesburg",""
"FASE","GSS","Sabi Sabi Airport","Belfast","Mpumalanga","ZA","1276","-24.9415","31.4446","Africa/Johannesburg",""
"FASS","SIS","Sishen Airport","Sishen","Northern Cape","ZA","3848","-27.6486","22.9993","Africa/Johannesburg",""
"FASZ","SZK","Skukuza Airport","Skukuza","Mpumalanga","ZA","1020","-24.9609","31.5887","Africa/Johannesburg",""
"FATD","TDT","Tanda Tula Airport","Welverdiend","Mpumalanga","ZA","1555","-24.5336","31.3","Africa/Johannesburg",""
"FATH","THY","Thohoyandou Airport","Thohoyandou","Limpopo","ZA","2021","-23.0769","30.3836","Africa/Johannesburg",""
"FATN","TCU","Thaba Nchu Tar Airport","Homeward","Orange-Free-State","ZA","4941","-29.3178","26.8228","Africa/Johannesburg",""
"FATZ","LTA","Tzaneen Airport","Tzaneen","Limpopo","ZA","1914","-23.8244","30.3293","Africa/Johannesburg",""
"FAUL","ULD","Prince Mangosuthu Buthelezi Airport","Ulundi","KwaZulu-Natal","ZA","1720","-28.3206","31.4165","Africa/Johannesburg",""
"FAUP","UTN","Pierre Van Ryneveld Airport","Upington","Northern Cape","ZA","2782","-28.3991","21.2602","Africa/Johannesburg",""
"FAUS","ULX","Ulusaba Airport","Ulusaba","Mpumalanga","ZA","1263","-24.7854","31.3549","Africa/Johannesburg",""
"FAUT","UTT","K. D. Matanzima Airport","Mthatha","Eastern Cape","ZA","2400","-31.5479","28.6743","Africa/Johannesburg",""
"FAVB","VRU","Vryburg Airport","Vyrburg","North West","ZA","3920","-26.9824","24.7288","Africa/Johannesburg",""
"FAVG","VIR","Virginia Airport","Durban","KwaZulu-Natal","ZA","20","-29.7706","31.0584","Africa/Johannesburg",""
"FAVR","VRE","Vredendal Airport","Vredendal","Western Cape","ZA","330","-31.641","18.5448","Africa/Johannesburg",""
"FAVY","VYD","Vryheid Airport","Vryheid","KwaZulu-Natal","ZA","3799","-27.7869","30.7964","Africa/Johannesburg",""
